State,Campaigns,Status,Type,Targeting,Campaign bidding strategy,Start date,End date,Portfolio,Budget(USD),Top-of-search IS,Cost type,Impressions,Clicks,CTR,Spend(USD),CPC(USD),DPV,Orders,Sales(USD),ACOS,ROAS,NTB orders,% of orders NTB,NTB sales(USD),% of sales NTB,Viewable impressions,VCPM(USD),Video first quartile,Video midpoint,Video third quartile,Video complete,Video unmute,VTR,vCTR,CPM(USD)
ENABLED,76TT24NUS2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,2/9/18,,76TT24 Group,6.00,<5%,CPC,13843,25,0.0018,6.36,0.25,0,5,149.95,0.0424,23.577,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8_Auto,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/20,,76TT16 Group,3.00,<5%,CPC,19650,18,0.0009,7.31,0.41,0,5,114.93,0.0636,15.7223,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK1-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/9/20,,1-NP24K1 Ads,12.00,<5%,CPC,5415,16,0.003,12.44,0.78,0,5,93.93,0.1324,7.5506,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/29/21,,2-NP13K2 Ads,15.00,6.36963696369637%,CPC,1718,23,0.0134,18.86,0.82,0,5,115.95,0.1627,6.1479,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK1_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K1 Ads,12.00,<5%,CPC,268,10,0.0373,9.37,0.94,0,5,91.94,0.1019,9.8122,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK2_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K2 Ads,15.00,5.826622453813359%,CPC,2397,14,0.0058,12.83,0.92,0,4,85.76,0.1496,6.6843,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS1R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/10/23,,,3.00,<5%,CPC,6290,9,0.0014,6.40,0.71,0,3,152.37,0.042,23.8078,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,High Potential ASINs_Timetec International Inc_SD_PAT_AO 07-08-2021 6d0e,CAMPAIGN_STATUS_ENABLED,SD,MANUAL,,7/8/21,,,2.00,,CPC,2921,4,0.0014,1.85,0.46,0,3,109.56,0.0169,59.2216,1,0.3333,35.99,0.3285,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT13NU2R8-8G-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,75TT13 Group,3.00,<5%,CPC,10225,13,0.0013,8.28,0.64,0,2,38.97,0.2125,4.7065,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8-8G-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,1-NP6K2 Ads,10.00,<5%,CPC,14460,12,0.0008,10.70,0.89,0,2,39.98,0.2676,3.7364,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
