State,Campaigns,Status,Type,Targeting,Campaign bidding strategy,Start date,End date,Portfolio,Budget(USD),Top-of-search IS,Cost type,Impressions,Clicks,CTR,Spend(USD),CPC(USD),DPV,Orders,Sales(USD),ACOS,ROAS,NTB orders,% of orders NTB,NTB sales(USD),% of sales NTB,Viewable impressions,VCPM(USD),Video first quartile,Video midpoint,Video third quartile,Video complete,Video unmute,VTR,vCTR,CPM(USD)
ENABLED,76TT16NUSL2R8-8GK2-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,1-NP24K2 Ads,10.00,<5%,CPC,5449,22,0.004,18.27,0.83,0,6,122.94,0.1486,6.7291,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8_Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,8/17/20,,76TT16 Group,3.00,<5%,CPC,3888,21,0.0054,9.10,0.43,0,6,150.74,0.0604,16.5648,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK2_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K2 Ads,15.00,<5%,CPC,2776,24,0.0086,21.31,0.89,0,6,126.92,0.1679,5.9559,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,Cash Cow ASINs_SP_Auto_AO 06-30-2021 bb27,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,6/30/21,,Brand Ads,3.00,<5%,CPC,27387,25,0.0009,11.93,0.48,0,6,129.74,0.092,10.8751,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTM8SSATA_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,10/9/20,,5-SSD Ads,3.00,<5%,CPC,5220,23,0.0044,6.27,0.27,0,5,171.75,0.0365,27.3923,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8-8GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP6K2 Ads,15.00,10.597014925373134%,CPC,1893,19,0.01,17.36,0.91,0,5,161.12,0.1077,9.2811,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8-8G-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,1-NP6K2 Ads,10.00,<5%,CPC,10316,21,0.002,17.02,0.81,0,4,124.54,0.1367,7.3173,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT26NU2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,8/24/18,,Low DDR4 Desktop,3.00,<5%,CPC,9410,10,0.0011,3.92,0.39,0,4,182.96,0.0214,46.6735,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK1_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K1 Ads,12.00,7.301980198019802%,CPC,1134,17,0.015,14.16,0.83,0,4,66.95,0.2115,4.7281,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,2/9/18,,76TT24 Group,6.00,<5%,CPC,15220,9,0.0006,2.70,0.30,0,3,170.77,0.0158,63.2481,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTFP6PCIE,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,9/4/20,,5-SSD Ads,3.00,<5%,CPC,8091,14,0.0017,6.86,0.49,0,3,180.97,0.0379,26.3805,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTM8SSATA Low,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,12/11/20,,5-SSD Ads,1.00,<5%,CPC,5304,11,0.0021,0.53,0.05,0,3,97.77,0.0054,184.4717,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8G_PD,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,4/29/22,,1-NP24K1 Ads,1.00,<5%,CPC,3625,12,0.0033,5.24,0.44,0,3,51.97,0.1008,9.9179,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS2R8-16GK1_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,3/15/23,,3-NP99 Ads,3.00,<5%,CPC,1318,8,0.0061,6.64,0.83,0,3,124.97,0.0531,18.8208,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT26NU1R8-8GK1_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,8/27/21,,4-NP61 Ads,1.00,<5%,CPC,2624,7,0.0027,5.25,0.75,0,3,123.77,0.0424,23.5752,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,2-NP13K2 Ads,10.00,<5%,CPC,4978,19,0.0038,17.41,0.92,0,2,78.97,0.2205,4.5359,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT24NU1R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,3/14/17,,75TT24 Group,1.00,<5%,CPC,11200,8,0.0007,4.81,0.60,0,2,54.98,0.0875,11.4304,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT26NUS2R8-16G-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/18,,3-NP66 Ads,3.00,<5%,CPC,2044,11,0.0054,8.21,0.75,0,2,147.97,0.0555,18.0231,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8_Auto,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/20,,76TT16 Group,3.00,<5%,CPC,15126,12,0.0008,5.18,0.43,0,2,39.97,0.1296,7.7162,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP26NUS2R8_Auto 10,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/20,,78AP26 Group,3.00,<5%,CPC,4483,6,0.0013,2.66,0.44,0,2,193.98,0.0137,72.9248,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS,OUT_OF_BUDGET,SP,AUTOMATIC,Dynamic bids - down only,10/9/20,,3-NP99 Ads,3.00,<5%,CPC,10120,15,0.0015,11.43,0.76,0,2,292.97,0.039,25.6317,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTM8SSATA_Manual Low,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/11/20,,5-SSD Ads,1.00,<5%,CPC,2915,2,0.0007,0.10,0.05,0,2,329.96,0.0003,3299.6,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS2R8-16GK1_PD,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,3/15/23,,,1.00,<5%,CPC,2253,4,0.0018,1.12,0.28,0,2,294.95,0.0038,263.3482,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TT2230,OUT_OF_BUDGET,SP,AUTOMATIC,Dynamic bids - down only,3/24/23,,5-SSD Ads,1.00,<5%,CPC,1801,11,0.0061,6.01,0.55,0,2,218.97,0.0274,36.4343,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/29/21,,2-NP13K2 Ads,15.00,7.508630609896433%,CPC,2912,25,0.0086,21.90,0.88,0,2,56.17,0.3899,2.5648,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT26NU2R8-16GK2_DP,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,5/22/23,,,1.00,<5%,CPC,12815,3,0.0002,0.68,0.23,0,2,105.98,0.0064,155.8529,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,79TT26EUS2R8-16G.SY,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/5/21,,Synology Ads,1.00,<5%,CPC,1983,2,0.001,1.05,0.53,0,2,53.98,0.0195,51.4095,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT26NUS2R8-16GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/1/21,,3-NP66 Ads,3.00,<5%,CPC,1051,4,0.0038,3.32,0.83,0,2,55.98,0.0593,16.8614,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT DDR4 Brand,CAMPAIGN_STATUS_ENABLED,SB,MANUAL,,7/1/21,,Brand Ads,5.00,7.869692532942898%,,2568,6,0.0023,2.40,0.40,0,2,557.66,0.0043,232.3583,1,0.5,29.99,0.0538,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,VCB_B08GJCS69D_Timetec_Sept_OPT cafcc4,OUT_OF_BUDGET,SBV,MANUAL,Dynamic bids - down only,9/19/22,,,2.00,<5%,CPC,2973,16,0.0054,6.40,0.40,0,2,89.98,0.0711,14.0594,0,0,0.00,0,428,14.95,0,0,0,0,0,0,0,0.00
ENABLED,VCB_76TT16NUSL2R8-8GK1_New2,CAMPAIGN_STATUS_ENABLED,SB2,MANUAL,,12/2/22,,1-NP24K1 Ads,2.00,<5%,CPC,2160,13,0.006,5.19,0.40,0,2,50.98,0.1018,9.8227,2,1,50.98,1,273,19.01,0,0,0,0,0,0,0,0.00
ENABLED,VCB_76TT16NUSL2R8-8GK2_Search Video_New,CAMPAIGN_STATUS_ENABLED,SB2,MANUAL,,12/2/22,,1-NP24K2 Ads,2.00,<5%,CPC,1320,5,0.0038,2.00,0.40,0,2,49.98,0.04,24.99,2,1,49.98,1,114,17.54,0,0,0,0,0,0,0,0.00
ENABLED,75TT13NU2R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/16,,75TT13 Group,3.00,<5%,CPC,10138,6,0.0006,3.31,0.55,0,1,27.99,0.1183,8.4562,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP18NUSL2R8-8G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,9/15/16,,78AP18 Group,1.00,<5%,CPC,1047,3,0.0029,0.71,0.24,0,1,52.99,0.0134,74.6338,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT21NUS2R8-8G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,1/26/17,,Low DDR4 Sodimm,2.00,<5%,CPC,2052,3,0.0015,0.61,0.20,0,1,31.99,0.0191,52.4426,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP24NUS2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,1/5/18,,78AP24 Group,1.00,<5%,CPC,5882,5,0.0009,2.85,0.57,0,1,119.99,0.0238,42.1018,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS1R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,2/14/18,,3-NP48K1 Ads,5.00,<5%,CPC,6861,5,0.0007,3.82,0.76,0,1,18.99,0.2012,4.9712,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8G_Product,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/20/18,,Low Product Ads,1.00,<5%,CPC,2166,2,0.0009,0.08,0.04,0,1,38.99,0.0021,487.375,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8G_Product,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/20/18,,Low Product Ads,1.00,<5%,CPC,2524,3,0.0012,0.15,0.05,0,1,11.99,0.0125,79.9333,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT26NUS2R8-16G_Product,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,12/20/18,,Low Product Ads,1.00,<5%,CPC,890,1,0.0011,0.05,0.05,0,1,27.99,0.0018,559.8,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
