State,Campaigns,Status,Type,Targeting,Campaign bidding strategy,Start date,End date,Portfolio,Budget(USD),Top-of-search IS,Cost type,Impressions,Clicks,CTR,Spend(USD),CPC(USD),DPV,Orders,Sales(USD),ACOS,ROAS,NTB orders,% of orders NTB,NTB sales(USD),% of sales NTB,Viewable impressions,VCPM(USD),Video first quartile,Video midpoint,Video third quartile,Video complete,Video unmute,VTR,vCTR,CPM(USD)
ENABLED,35TTFP6PCIE,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,9/4/20,,5-SSD Ads,3.00,<5%,CPC,2561,7,0.0027,3.31,0.47,0,14,1287.74,0.0026,389.0453,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,2/9/18,,76TT24 Group,6.00,<5%,CPC,20745,34,0.0016,9.22,0.27,0,9,607.26,0.0152,65.8633,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT48NUS_Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,4/22/22,,,1.00,<5%,CPC,23721,16,0.0007,10.35,0.65,0,6,759.94,0.0136,73.4242,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK2_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K2 Ads,15.00,<5%,CPC,2579,22,0.0085,20.76,0.94,0,5,179.12,0.1159,8.6281,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8-8GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP6K2 Ads,15.00,11.2609040444092%,CPC,1891,19,0.01,15.75,0.83,0,5,115.95,0.1358,7.3619,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS1R8-8G_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,11/1/17,,3-NP48K1 Ads,3.00,<5%,CPC,9678,13,0.0013,11.30,0.87,0,4,145.56,0.0776,12.8814,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS1R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,2/14/18,,3-NP48K1 Ads,5.00,<5%,CPC,9361,15,0.0016,11.45,0.76,0,4,263.94,0.0434,23.0515,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK4_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,2/10/23,,,6.00,<5%,CPC,2402,12,0.005,10.60,0.88,0,4,304.92,0.0348,28.766,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS1R8-8GK1_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/30/21,,3-NP48K1 Ads,3.00,<5%,CPC,849,9,0.0106,7.88,0.88,0,4,99.95,0.0788,12.684,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP26NUS2R8-16GK2_Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,8/4/21,,78AP26 Group,2.00,<5%,CPC,12144,8,0.0007,5.70,0.71,0,4,351.93,0.0162,61.7421,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS1R8-8G,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/10/23,,,3.00,<5%,CPC,7041,8,0.0011,5.54,0.69,0,4,115.96,0.0478,20.9314,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,2-NP13K2 Ads,10.00,<5%,CPC,6125,17,0.0028,16.38,0.96,0,3,59.97,0.2731,3.6612,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK2-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,1-NP24K2 Ads,10.00,<5%,CPC,4194,15,0.0036,13.12,0.87,0,3,75.96,0.1727,5.7896,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8_Manual 10,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,8/16/20,,78AP16 Group,3.00,<5%,CPC,2991,8,0.0027,3.64,0.46,0,3,78.97,0.0461,21.6951,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS2R8-16GK2_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/8/22,,3-NP99 Ads,6.00,<5%,CPC,4800,12,0.0025,10.10,0.84,0,3,292.95,0.0345,29.005,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK1_Search,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,6/29/21,,1-NP24K1 Ads,12.00,8.927231807951989%,CPC,996,12,0.012,10.58,0.88,0,3,45.97,0.2302,4.345,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT24NUS1R8-8G_Low Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,9/7/21,,76TT24 Group,1.00,<5%,CPC,955,7,0.0073,3.42,0.49,0,3,105.97,0.0323,30.9854,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/16,,2-NP13K2 Ads,3.00,<5%,CPC,4237,7,0.0017,5.19,0.74,0,2,39.78,0.1305,7.6647,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-4G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,9/14/16,,75TT16 Group,1.00,<5%,CPC,1955,6,0.0031,3.04,0.51,0,2,35.98,0.0845,11.8355,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,78AP16NUSL2R8-8G-Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,9/14/16,,1-NP6K2 Ads,10.00,<5%,CPC,4624,14,0.003,12.60,0.90,0,2,39.98,0.3152,3.173,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT24NU2R8-16G-Manual,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/21/17,,Low DDR4 Desktop,3.00,<5%,CPC,10509,7,0.0007,1.91,0.27,0,2,109.98,0.0174,57.5812,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8_Auto 10,CAMPAIGN_STATUS_ENABLED,SP,AUTOMATIC,Dynamic bids - down only,8/17/20,,2-NP13K2 Ads,1.00,<5%,CPC,4847,8,0.0017,3.30,0.41,0,2,39.98,0.0825,12.1152,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTM8SSATA,OUT_OF_BUDGET,SP,AUTOMATIC,Dynamic bids - down only,10/9/20,,5-SSD Ads,3.00,<5%,CPC,4962,16,0.0032,7.01,0.44,0,2,62.58,0.112,8.9272,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,35TTM8SSATA_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,10/9/20,,5-SSD Ads,3.00,<5%,CPC,3063,11,0.0036,3.18,0.29,0,2,113.98,0.0279,35.8428,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT32NUS_Manual,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,10/9/20,,3-NP99 Ads,3.00,<5%,CPC,7338,14,0.0019,10.49,0.75,0,2,145.89,0.0719,13.9075,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,76TT16NUSL2R8-8GK2_PD,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,4/29/22,,1-NP24K2 Ads,2.00,,CPC,8997,8,0.0009,4.07,0.51,0,2,43.98,0.0925,10.8059,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2_PD,OUT_OF_BUDGET,SP,MANUAL,Dynamic bids - down only,4/29/22,,2-NP13K2 Ads,3.00,<5%,CPC,4468,8,0.0018,3.80,0.48,0,2,57.98,0.0655,15.2579,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK4,OUT_OF_BUDGET,SP,AUTOMATIC,Dynamic bids - down only,2/10/23,,,3.00,<5%,CPC,5866,10,0.0017,7.63,0.76,0,2,189.95,0.0402,24.8952,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
ENABLED,75TT16NUL2R8-8GK2_Search,CAMPAIGN_STATUS_ENABLED,SP,MANUAL,Dynamic bids - down only,6/29/21,,2-NP13K2 Ads,15.00,6.333808844507846%,CPC,2299,20,0.0087,17.06,0.85,0,2,39.98,0.4267,2.3435,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0.00
